# event_id  Npe_top  Npe_bottom  Npe_total  asym  N_fired_PMTs
0 16 62 78 -0.589744 23
1 35 34 69 0.0144928 23
2 47 38 85 0.105882 27
3 66 22 88 0.5 25
4 11 59 70 -0.685714 22
5 94 5 99 0.89899 17
6 37 39 76 -0.0263158 21
7 32 25 57 0.122807 20
8 32 60 92 -0.304348 32
9 0 60 60 -1 1
10 7 64 71 -0.802817 15
11 25 51 76 -0.342105 33
12 46 55 101 -0.0891089 30
13 62 27 89 0.393258 29
14 10 73 83 -0.759036 14
15 96 6 102 0.882353 18
16 22 45 67 -0.343284 18
17 49 28 77 0.272727 30
18 44 39 83 0.060241 35
19 55 4 59 0.864407 18
20 35 25 60 0.166667 20
21 19 54 73 -0.479452 21
22 41 14 55 0.490909 20
23 38 53 91 -0.164835 31
24 16 49 65 -0.507692 22
25 3 25 28 -0.785714 15
26 22 43 65 -0.323077 21
27 41 50 91 -0.0989011 26
28 28 23 51 0.0980392 25
29 37 56 93 -0.204301 30
30 9 62 71 -0.746479 20
31 69 30 99 0.393939 28
32 13 73 86 -0.697674 17
33 57 12 69 0.652174 29
34 30 37 67 -0.104478 26
35 61 5 66 0.848485 21
36 106 8 114 0.859649 24
37 39 24 63 0.238095 24
38 9 63 72 -0.75 23
39 64 19 83 0.542169 23
40 0 75 75 -1 13
41 5 55 60 -0.833333 18
42 46 14 60 0.533333 24
43 38 45 83 -0.0843373 30
44 26 69 95 -0.452632 27
45 1 72 73 -0.972603 17
46 38 74 112 -0.321429 30
47 49 39 88 0.113636 23
48 49 5 54 0.814815 23
49 33 58 91 -0.274725 34
50 70 8 78 0.794872 18
51 50 27 77 0.298701 26
52 35 63 98 -0.285714 34
53 56 37 93 0.204301 29
54 16 95 111 -0.711712 19
55 66 15 81 0.62963 28
56 16 75 91 -0.648352 25
57 26 49 75 -0.306667 25
58 63 13 76 0.657895 25
59 18 56 74 -0.513514 29
60 55 19 74 0.486486 23
61 6 87 93 -0.870968 20
62 40 33 73 0.0958904 29
63 19 50 69 -0.449275 28
64 114 13 127 0.795276 27
65 69 10 79 0.746835 23
66 56 19 75 0.493333 26
67 16 69 85 -0.623529 29
68 83 5 88 0.886364 14
69 21 65 86 -0.511628 18
70 27 51 78 -0.307692 21
71 74 15 89 0.662921 28
72 8 51 59 -0.728814 23
73 53 21 74 0.432432 23
74 23 29 52 -0.115385 26
75 50 40 90 0.111111 30
76 19 42 61 -0.377049 21
77 22 50 72 -0.388889 22
78 23 70 93 -0.505376 27
79 62 25 87 0.425287 32
80 9 83 92 -0.804348 20
81 60 9 69 0.73913 24
82 106 5 111 0.90991 12
83 67 8 75 0.786667 21
84 27 40 67 -0.19403 23
85 98 2 100 0.96 17
86 77 10 87 0.770115 26
87 2 88 90 -0.955556 18
88 14 89 103 -0.728155 18
89 36 54 90 -0.2 32
90 56 3 59 0.898305 21
91 67 8 75 0.786667 23
92 27 53 80 -0.325 28
93 59 8 67 0.761194 21
94 3 71 74 -0.918919 18
95 98 5 103 0.902913 23
96 28 36 64 -0.125 23
97 25 63 88 -0.431818 24
98 73 16 89 0.640449 24
99 27 54 81 -0.333333 27
100 60 28 88 0.363636 27
101 19 30 49 -0.22449 24
102 1 69 70 -0.971429 18
103 22 36 58 -0.241379 24
104 54 14 68 0.588235 21
105 36 38 74 -0.027027 30
106 34 57 91 -0.252747 26
107 69 17 86 0.604651 20
108 14 66 80 -0.65 24
109 32 48 80 -0.2 24
110 8 89 97 -0.835052 23
111 3 81 84 -0.928571 18
112 94 11 105 0.790476 26
113 28 46 74 -0.243243 26
114 46 7 53 0.735849 20
115 4 73 77 -0.896104 23
116 31 35 66 -0.0606061 26
117 31 41 72 -0.138889 21
118 23 54 77 -0.402597 25
119 8 105 113 -0.858407 20
120 9 79 88 -0.795455 20
121 6 16 22 -0.454545 12
122 68 4 72 0.888889 18
123 24 57 81 -0.407407 32
124 34 22 56 0.214286 22
125 16 49 65 -0.507692 22
126 33 40 73 -0.0958904 27
127 44 39 83 0.060241 25
128 77 17 94 0.638298 29
129 30 38 68 -0.117647 25
130 44 38 82 0.0731707 24
