# event_id  Npe_top  Npe_bottom  Npe_total  asym  N_fired_PMTs
0 27 35 62 -0.129032 22
1 11 23 34 -0.352941 15
2 1 73 74 -0.972973 15
3 2 78 80 -0.95 13
4 27 29 56 -0.0357143 25
5 18 24 42 -0.142857 23
6 34 32 66 0.030303 30
7 2 75 77 -0.948052 18
8 79 9 88 0.795455 17
9 35 2 37 0.891892 15
10 20 41 61 -0.344262 21
11 41 18 59 0.389831 23
12 11 49 60 -0.633333 20
13 30 13 43 0.395349 25
14 23 22 45 0.0222222 18
15 21 14 35 0.2 16
16 31 23 54 0.148148 21
17 29 13 42 0.380952 18
18 75 4 79 0.898734 19
19 28 50 78 -0.282051 25
20 54 5 59 0.830508 20
21 30 21 51 0.176471 24
22 50 8 58 0.724138 23
23 51 23 74 0.378378 23
24 16 40 56 -0.428571 23
25 28 26 54 0.037037 22
26 50 10 60 0.666667 20
27 43 6 49 0.755102 18
28 79 5 84 0.880952 20
29 25 33 58 -0.137931 23
30 4 49 53 -0.849057 20
31 30 37 67 -0.104478 27
32 28 43 71 -0.211268 25
33 19 34 53 -0.283019 23
34 27 24 51 0.0588235 21
35 29 26 55 0.0545455 27
36 22 39 61 -0.278689 25
37 54 11 65 0.661538 24
38 14 39 53 -0.471698 24
39 42 13 55 0.527273 22
40 17 39 56 -0.392857 20
41 31 64 95 -0.347368 26
42 43 18 61 0.409836 22
43 11 2 13 0.692308 9
44 24 34 58 -0.172414 23
45 3 80 83 -0.927711 20
46 37 7 44 0.681818 14
47 14 35 49 -0.428571 23
48 19 45 64 -0.40625 24
49 33 12 45 0.466667 20
50 58 3 61 0.901639 19
51 33 17 50 0.32 22
52 62 18 80 0.55 26
53 3 50 53 -0.886792 11
54 0 71 71 -1 14
55 11 59 70 -0.685714 21
56 50 11 61 0.639344 21
57 18 29 47 -0.234043 23
58 2 78 80 -0.95 16
59 15 36 51 -0.411765 23
60 43 14 57 0.508772 25
61 4 66 70 -0.885714 16
62 26 26 52 0 20
63 35 20 55 0.272727 23
64 4 52 56 -0.857143 22
65 5 98 103 -0.902913 13
66 43 1 44 0.954545 11
67 5 29 34 -0.705882 13
68 6 46 52 -0.769231 19
69 36 8 44 0.636364 23
70 54 3 57 0.894737 17
71 16 44 60 -0.466667 21
72 63 0 63 1 12
73 36 27 63 0.142857 25
74 45 4 49 0.836735 13
75 26 22 48 0.0833333 22
76 52 5 57 0.824561 13
77 4 39 43 -0.813953 17
78 48 21 69 0.391304 23
79 32 30 62 0.0322581 28
80 6 70 76 -0.842105 22
81 30 25 55 0.0909091 23
82 48 8 56 0.714286 22
83 19 42 61 -0.377049 25
84 70 15 85 0.647059 19
85 34 22 56 0.214286 21
86 5 47 52 -0.807692 18
87 10 50 60 -0.666667 21
88 56 13 69 0.623188 16
89 23 18 41 0.121951 23
90 3 76 79 -0.924051 19
91 28 14 42 0.333333 23
92 11 62 73 -0.69863 20
93 20 31 51 -0.215686 21
94 29 27 56 0.0357143 28
95 17 57 74 -0.540541 28
96 65 2 67 0.940299 20
97 61 2 63 0.936508 21
98 48 8 56 0.714286 21
99 30 14 44 0.363636 18
100 2 57 59 -0.932203 17
101 62 1 63 0.968254 15
102 15 32 47 -0.361702 19
103 27 39 66 -0.181818 28
104 4 77 81 -0.901235 22
105 13 56 69 -0.623188 15
106 87 5 92 0.891304 19
107 70 4 74 0.891892 23
108 11 36 47 -0.531915 21
109 19 37 56 -0.321429 27
110 31 23 54 0.148148 26
111 0 17 17 -1 5
112 54 4 58 0.862069 21
113 40 14 54 0.481481 20
114 52 13 65 0.6 24
115 31 46 77 -0.194805 20
116 6 89 95 -0.873684 18
117 11 36 47 -0.531915 17
118 12 47 59 -0.59322 23
119 41 26 67 0.223881 22
120 8 27 35 -0.542857 15
121 17 51 68 -0.5 17
122 28 22 50 0.12 23
123 11 64 75 -0.706667 16
124 22 44 66 -0.333333 25
125 3 57 60 -0.9 16
126 36 16 52 0.384615 21
127 45 16 61 0.47541 20
128 7 73 80 -0.825 26
129 6 42 48 -0.75 20
130 31 27 58 0.0689655 21
131 12 38 50 -0.52 23
132 5 52 57 -0.824561 14
133 37 21 58 0.275862 22
134 50 18 68 0.470588 25
135 56 8 64 0.75 16
136 42 28 70 0.2 23
137 3 64 67 -0.910448 18
138 20 41 61 -0.344262 27
139 21 36 57 -0.263158 19
140 46 3 49 0.877551 19
141 42 5 47 0.787234 19
142 37 27 64 0.15625 25
143 30 24 54 0.111111 22
144 41 25 66 0.242424 26
145 16 20 36 -0.111111 17
146 44 6 50 0.76 17
147 41 20 61 0.344262 21
148 48 28 76 0.263158 27
149 25 30 55 -0.0909091 27
150 33 35 68 -0.0294118 26
151 12 50 62 -0.612903 24
152 84 3 87 0.931034 12
153 33 29 62 0.0645161 20
154 47 6 53 0.773585 18
155 68 8 76 0.789474 17
156 24 37 61 -0.213115 22
157 35 14 49 0.428571 24
158 17 25 42 -0.190476 21
159 18 39 57 -0.368421 20
160 16 34 50 -0.36 18
161 34 29 63 0.0793651 24
162 63 10 73 0.726027 23
163 16 37 53 -0.396226 18
164 7 53 60 -0.766667 24
165 30 16 46 0.304348 23
166 24 43 67 -0.283582 29
167 43 3 46 0.869565 17
168 1 87 88 -0.977273 13
169 18 37 55 -0.345455 24
170 18 37 55 -0.345455 24
171 66 1 67 0.970149 13
172 52 1 53 0.962264 19
173 22 31 53 -0.169811 24
174 3 52 55 -0.890909 17
175 15 37 52 -0.423077 21
176 29 45 74 -0.216216 31
177 2 83 85 -0.952941 12
178 26 41 67 -0.223881 24
179 68 4 72 0.888889 21
180 25 44 69 -0.275362 23
181 11 51 62 -0.645161 22
182 13 59 72 -0.638889 27
183 39 24 63 0.238095 22
184 71 11 82 0.731707 24
185 50 15 65 0.538462 23
186 44 14 58 0.517241 23
187 40 5 45 0.777778 18
188 46 4 50 0.84 19
189 51 20 71 0.43662 24
190 4 68 72 -0.888889 17
191 17 41 58 -0.413793 27
192 12 75 87 -0.724138 23
193 27 20 47 0.148936 23
194 46 22 68 0.352941 26
195 23 15 38 0.210526 25
196 18 27 45 -0.2 24
197 13 53 66 -0.606061 25
198 12 46 58 -0.586207 20
199 27 44 71 -0.239437 24
200 4 70 74 -0.891892 10
201 40 29 69 0.15942 32
202 51 7 58 0.758621 21
203 74 0 74 1 17
204 18 30 48 -0.25 19
205 30 14 44 0.363636 18
206 34 19 53 0.283019 23
207 65 1 66 0.969697 11
208 27 33 60 -0.1 29
209 41 29 70 0.171429 27
210 10 38 48 -0.583333 19
211 35 21 56 0.25 24
212 40 6 46 0.73913 20
213 22 18 40 0.1 20
214 63 1 64 0.96875 12
215 36 11 47 0.531915 22
216 15 45 60 -0.5 21
217 29 15 44 0.318182 19
218 15 35 50 -0.4 19
219 48 3 51 0.882353 21
220 8 54 62 -0.741935 19
221 37 38 75 -0.0133333 26
222 50 10 60 0.666667 25
223 42 4 46 0.826087 20
224 21 18 39 0.0769231 19
225 57 10 67 0.701493 20
226 48 5 53 0.811321 17
227 5 33 38 -0.736842 17
228 32 17 49 0.306122 25
229 50 25 75 0.333333 24
230 24 32 56 -0.142857 25
231 8 61 69 -0.768116 12
232 59 12 71 0.661972 24
233 33 46 79 -0.164557 29
234 33 12 45 0.466667 22
235 34 20 54 0.259259 20
236 28 29 57 -0.0175439 20
237 36 10 46 0.565217 23
238 67 1 68 0.970588 14
239 38 3 41 0.853659 18
240 8 41 49 -0.673469 21
241 58 8 66 0.757576 25
242 83 4 87 0.908046 19
243 23 16 39 0.179487 16
244 32 16 48 0.333333 23
245 18 51 69 -0.478261 22
246 49 10 59 0.661017 19
247 52 6 58 0.793103 23
248 56 4 60 0.866667 19
249 34 29 63 0.0793651 28
250 6 76 82 -0.853659 18
251 32 26 58 0.103448 23
252 40 28 68 0.176471 25
253 46 22 68 0.352941 27
254 7 45 52 -0.730769 21
255 21 24 45 -0.0666667 19
256 50 12 62 0.612903 22
257 9 27 36 -0.5 17
258 12 70 82 -0.707317 23
259 32 15 47 0.361702 25
260 1 42 43 -0.953488 17
261 17 41 58 -0.413793 21
262 24 19 43 0.116279 13
263 27 33 60 -0.1 22
264 71 4 75 0.893333 17
265 51 10 61 0.672131 24
266 37 23 60 0.233333 25
267 6 33 39 -0.692308 15
268 39 11 50 0.56 20
269 58 10 68 0.705882 22
270 30 26 56 0.0714286 18
271 41 34 75 0.0933333 25
272 5 41 46 -0.782609 18
273 22 18 40 0.1 16
274 5 58 63 -0.84127 19
275 45 5 50 0.8 20
276 47 8 55 0.709091 15
277 74 8 82 0.804878 15
278 14 56 70 -0.6 25
279 3 68 71 -0.915493 18
280 12 61 73 -0.671233 26
281 39 8 47 0.659574 17
282 31 1 32 0.9375 16
283 9 47 56 -0.678571 23
284 6 42 48 -0.75 18
285 12 51 63 -0.619048 20
286 38 18 56 0.357143 31
287 20 45 65 -0.384615 14
288 40 7 47 0.702128 22
289 32 35 67 -0.0447761 25
290 20 23 43 -0.0697674 23
291 63 6 69 0.826087 21
292 83 9 92 0.804348 20
293 49 25 74 0.324324 28
294 28 36 64 -0.125 27
295 38 31 69 0.101449 29
296 58 2 60 0.933333 20
297 53 16 69 0.536232 22
298 63 2 65 0.938462 17
299 27 19 46 0.173913 25
300 26 28 54 -0.037037 20
301 40 1 41 0.95122 18
302 28 30 58 -0.0344828 23
303 12 31 43 -0.44186 20
304 33 8 41 0.609756 22
305 3 51 54 -0.888889 21
306 18 51 69 -0.478261 22
307 15 37 52 -0.423077 23
308 41 11 52 0.576923 23
309 25 27 52 -0.0384615 21
310 35 19 54 0.296296 24
311 49 8 57 0.719298 19
312 46 6 52 0.769231 21
313 24 38 62 -0.225806 21
314 15 59 74 -0.594595 28
315 61 15 76 0.605263 23
316 50 8 58 0.724138 23
317 25 40 65 -0.230769 25
318 42 23 65 0.292308 21
319 7 77 84 -0.833333 19
320 11 39 50 -0.56 25
321 72 20 92 0.565217 19
322 5 62 67 -0.850746 22
323 4 53 57 -0.859649 13
324 12 52 64 -0.625 23
325 43 27 70 0.228571 30
326 3 69 72 -0.916667 18
327 20 46 66 -0.393939 22
328 26 20 46 0.130435 22
329 15 28 43 -0.302326 19
330 47 4 51 0.843137 20
331 53 18 71 0.492958 22
332 3 51 54 -0.888889 14
333 8 46 54 -0.703704 13
334 8 44 52 -0.692308 23
335 8 38 46 -0.652174 20
336 33 10 43 0.534884 22
337 23 28 51 -0.0980392 20
338 12 53 65 -0.630769 20
339 24 35 59 -0.186441 20
340 69 11 80 0.725 19
341 15 41 56 -0.464286 21
342 72 14 86 0.674419 21
343 80 4 84 0.904762 18
344 42 14 56 0.5 27
345 68 5 73 0.863014 22
346 39 18 57 0.368421 24
347 18 33 51 -0.294118 17
348 3 12 15 -0.6 9
349 58 5 63 0.84127 16
350 62 8 70 0.771429 25
351 30 42 72 -0.166667 30
352 33 39 72 -0.0833333 29
353 34 26 60 0.133333 23
354 34 10 44 0.545455 20
355 48 4 52 0.846154 17
356 43 11 54 0.592593 22
357 59 4 63 0.873016 16
358 12 43 55 -0.563636 17
359 7 50 57 -0.754386 21
360 11 47 58 -0.62069 20
361 10 50 60 -0.666667 24
362 47 8 55 0.709091 23
363 35 12 47 0.489362 20
364 7 1 8 0.75 5
365 45 1 46 0.956522 20
366 31 33 64 -0.03125 23
367 26 39 65 -0.2 23
368 2 56 58 -0.931034 18
369 10 53 63 -0.68254 19
370 41 24 65 0.261538 26
371 44 17 61 0.442623 17
372 64 6 70 0.828571 19
373 28 28 56 0 21
374 34 41 75 -0.0933333 26
375 15 48 63 -0.52381 22
376 25 28 53 -0.0566038 24
377 15 42 57 -0.473684 19
378 17 8 25 0.36 15
379 23 27 50 -0.08 25
380 89 2 91 0.956044 18
381 17 41 58 -0.413793 23
382 87 6 93 0.870968 15
383 4 64 68 -0.882353 21
384 3 42 45 -0.866667 13
385 35 14 49 0.428571 19
386 74 3 77 0.922078 14
387 71 1 72 0.972222 8
388 55 23 78 0.410256 27
389 1 49 50 -0.96 12
390 16 51 67 -0.522388 18
391 21 27 48 -0.125 15
392 22 17 39 0.128205 21
393 50 3 53 0.886792 18
394 37 17 54 0.37037 23
395 26 36 62 -0.16129 26
396 9 49 58 -0.689655 23
397 33 12 45 0.466667 18
398 11 47 58 -0.62069 25
399 7 59 66 -0.787879 19
400 30 17 47 0.276596 20
401 26 54 80 -0.35 20
402 9 49 58 -0.689655 22
403 50 15 65 0.538462 24
404 22 27 49 -0.102041 25
405 35 33 68 0.0294118 31
406 13 64 77 -0.662338 24
407 6 43 49 -0.755102 20
408 29 30 59 -0.0169492 26
409 52 16 68 0.529412 27
410 8 35 43 -0.627907 21
411 21 32 53 -0.207547 16
412 26 46 72 -0.277778 27
413 7 65 72 -0.805556 18
414 60 5 65 0.846154 18
415 44 10 54 0.62963 21
416 0 78 78 -1 10
417 18 33 51 -0.294118 21
418 40 27 67 0.19403 26
419 16 23 39 -0.179487 21
420 53 11 64 0.65625 19
421 41 1 42 0.952381 18
422 32 4 36 0.777778 19
423 38 10 48 0.583333 16
424 46 6 52 0.769231 18
425 8 57 65 -0.753846 20
426 21 44 65 -0.353846 24
427 27 9 36 0.5 19
428 1 47 48 -0.958333 18
429 35 22 57 0.22807 25
430 26 36 62 -0.16129 20
431 44 6 50 0.76 21
432 32 36 68 -0.0588235 27
433 6 68 74 -0.837838 18
434 22 43 65 -0.323077 27
435 45 19 64 0.40625 20
436 9 32 41 -0.560976 21
437 37 4 41 0.804878 17
438 2 51 53 -0.924528 17
439 31 13 44 0.409091 18
440 45 19 64 0.40625 26
441 34 13 47 0.446809 19
442 19 46 65 -0.415385 21
443 35 41 76 -0.0789474 23
444 5 66 71 -0.859155 17
445 33 31 64 0.03125 19
446 20 48 68 -0.411765 25
447 22 47 69 -0.362319 23
448 32 38 70 -0.0857143 26
449 29 9 38 0.526316 20
450 10 43 53 -0.622642 23
451 9 41 50 -0.64 22
452 35 17 52 0.346154 27
453 62 15 77 0.61039 23
454 32 24 56 0.142857 24
455 7 56 63 -0.777778 21
456 56 10 66 0.69697 23
457 13 38 51 -0.490196 17
458 28 20 48 0.166667 22
459 52 3 55 0.890909 15
460 6 50 56 -0.785714 19
461 10 47 57 -0.649123 22
462 33 30 63 0.047619 23
463 26 34 60 -0.133333 26
464 31 35 66 -0.0606061 29
465 18 24 42 -0.142857 16
466 17 25 42 -0.190476 23
467 54 0 54 1 15
468 30 19 49 0.22449 22
469 5 62 67 -0.850746 20
470 53 21 74 0.432432 23
471 46 3 49 0.877551 16
472 10 58 68 -0.705882 24
473 5 49 54 -0.814815 17
474 19 21 40 -0.05 22
475 20 31 51 -0.215686 23
476 14 31 45 -0.377778 24
477 27 28 55 -0.0181818 24
478 42 21 63 0.333333 25
479 17 36 53 -0.358491 21
480 27 43 70 -0.228571 21
481 7 59 66 -0.787879 21
482 41 16 57 0.438596 23
483 31 33 64 -0.03125 28
484 25 23 48 0.0416667 28
485 32 9 41 0.560976 22
486 42 3 45 0.866667 19
487 25 23 48 0.0416667 20
488 24 44 68 -0.294118 27
489 37 11 48 0.541667 17
490 15 50 65 -0.538462 19
491 11 67 78 -0.717949 18
492 36 21 57 0.263158 28
493 11 47 58 -0.62069 25
494 32 12 44 0.454545 19
495 46 12 58 0.586207 24
496 23 27 50 -0.08 20
497 14 63 77 -0.636364 17
498 4 68 72 -0.888889 18
499 15 29 44 -0.318182 25
500 46 15 61 0.508197 24
501 54 9 63 0.714286 25
502 26 20 46 0.130435 25
503 45 12 57 0.578947 23
504 31 36 67 -0.0746269 27
505 14 36 50 -0.44 16
506 25 25 50 0 23
507 37 26 63 0.174603 24
508 72 7 79 0.822785 22
509 55 13 68 0.617647 26
510 8 72 80 -0.8 18
511 17 31 48 -0.291667 24
512 6 40 46 -0.73913 20
513 25 40 65 -0.230769 27
514 14 39 53 -0.471698 21
515 37 26 63 0.174603 25
516 25 27 52 -0.0384615 19
517 8 36 44 -0.636364 19
518 44 5 49 0.795918 19
519 9 59 68 -0.735294 22
520 38 28 66 0.151515 21
521 41 0 41 1 9
522 27 38 65 -0.169231 27
523 12 45 57 -0.578947 22
524 11 49 60 -0.633333 23
525 9 48 57 -0.684211 23
526 47 9 56 0.678571 24
527 15 18 33 -0.0909091 15
528 51 12 63 0.619048 18
529 7 48 55 -0.745455 23
530 19 40 59 -0.355932 22
531 12 43 55 -0.563636 21
532 54 3 57 0.894737 21
533 20 37 57 -0.298246 23
534 7 61 68 -0.794118 22
535 61 6 67 0.820896 20
536 46 3 49 0.877551 15
537 38 19 57 0.333333 28
538 22 26 48 -0.0833333 21
539 40 26 66 0.212121 25
540 7 56 63 -0.777778 21
541 12 58 70 -0.657143 23
542 10 32 42 -0.52381 20
543 5 61 66 -0.848485 21
544 35 17 52 0.346154 20
545 38 2 40 0.9 5
546 17 52 69 -0.507246 19
547 67 2 69 0.942029 19
548 62 1 63 0.968254 16
549 15 42 57 -0.473684 19
550 83 2 85 0.952941 21
