# event_id  Npe_top  Npe_bottom  Npe_total  asym  N_fired_PMTs
0 73 22 95 0.536842 29
1 38 75 113 -0.327434 30
2 10 92 102 -0.803922 26
3 30 71 101 -0.405941 31
4 34 66 100 -0.32 27
5 46 28 74 0.243243 21
6 10 83 93 -0.784946 25
7 18 0 18 1 9
8 49 26 75 0.306667 26
9 17 68 85 -0.6 24
10 31 73 104 -0.403846 27
11 16 99 115 -0.721739 24
12 63 46 109 0.155963 31
13 39 33 72 0.0833333 23
14 3 114 117 -0.948718 21
15 53 66 119 -0.109244 32
16 56 32 88 0.272727 26
17 60 33 93 0.290323 24
18 53 47 100 0.06 27
19 3 133 136 -0.955882 17
20 24 80 104 -0.538462 26
21 47 42 89 0.0561798 26
22 86 24 110 0.563636 22
23 48 63 111 -0.135135 28
24 59 40 99 0.191919 30
25 79 27 106 0.490566 28
26 16 33 49 -0.346939 21
27 4 88 92 -0.913043 22
28 11 31 42 -0.47619 17
29 65 42 107 0.214953 27
30 32 75 107 -0.401869 31
31 6 77 83 -0.855422 21
32 15 82 97 -0.690722 16
33 24 49 73 -0.342466 22
34 37 29 66 0.121212 33
35 18 78 96 -0.625 30
36 16 83 99 -0.676768 16
37 6 85 91 -0.868132 21
38 72 27 99 0.454545 27
39 45 56 101 -0.108911 31
40 94 26 120 0.566667 22
41 40 27 67 0.19403 28
42 85 9 94 0.808511 25
43 37 50 87 -0.149425 25
44 36 59 95 -0.242105 28
45 40 61 101 -0.207921 30
46 93 19 112 0.660714 30
47 7 83 90 -0.844444 20
48 55 26 81 0.358025 27
49 68 42 110 0.236364 28
50 78 18 96 0.625 27
51 55 36 91 0.208791 28
52 9 110 119 -0.848739 20
53 20 82 102 -0.607843 27
54 55 43 98 0.122449 30
55 89 5 94 0.893617 23
56 32 55 87 -0.264368 23
57 4 86 90 -0.911111 19
58 51 25 76 0.342105 25
59 12 80 92 -0.73913 26
60 44 64 108 -0.185185 29
61 23 64 87 -0.471264 29
62 5 46 51 -0.803922 20
63 66 45 111 0.189189 31
