# event_id  Npe_top  Npe_bottom  Npe_total  asym  N_fired_PMTs
0 4 128 132 -0.939394 22
1 131 7 138 0.898551 24
2 86 66 152 0.131579 29
3 44 78 122 -0.278689 28
4 126 2 128 0.96875 21
5 96 14 110 0.745455 29
6 83 54 137 0.211679 31
7 62 53 115 0.0782609 28
8 37 92 129 -0.426357 25
9 100 24 124 0.612903 24
10 86 24 110 0.563636 31
11 98 36 134 0.462687 32
12 15 156 171 -0.824561 24
13 61 104 165 -0.260606 30
14 90 73 163 0.104294 32
15 81 27 108 0.5 30
16 24 104 128 -0.625 25
17 16 147 163 -0.803681 27
18 150 7 157 0.910828 22
19 111 15 126 0.761905 22
20 120 38 158 0.518987 19
21 118 36 154 0.532468 32
22 111 19 130 0.707692 29
23 94 28 122 0.540984 24
24 67 66 133 0.0075188 35
25 9 145 154 -0.883117 26
26 37 59 96 -0.229167 29
27 73 57 130 0.123077 32
28 114 37 151 0.509934 32
29 38 85 123 -0.382114 26
30 9 79 88 -0.795455 25
31 37 134 171 -0.567251 27
32 98 36 134 0.462687 33
33 110 26 136 0.617647 30
34 6 118 124 -0.903226 24
35 80 97 177 -0.0960452 34
36 18 85 103 -0.650485 29
37 65 73 138 -0.057971 32
38 123 14 137 0.79562 26
39 27 91 118 -0.542373 32
40 94 3 97 0.938144 21
41 40 74 114 -0.298246 27
42 128 11 139 0.841727 28
43 55 99 154 -0.285714 33
44 56 53 109 0.0275229 25
45 62 50 112 0.107143 32
46 82 68 150 0.0933333 33
47 39 98 137 -0.430657 33
48 54 41 95 0.136842 26
49 42 95 137 -0.386861 24
50 50 86 136 -0.264706 31
51 0 0 0 0 0
52 98 45 143 0.370629 28
53 21 151 172 -0.755814 24
54 86 80 166 0.0361446 30
55 24 139 163 -0.705521 29
56 90 59 149 0.208054 33
57 93 49 142 0.309859 26
58 7 123 130 -0.892308 23
59 11 168 179 -0.877095 28
60 49 76 125 -0.216 26
61 64 52 116 0.103448 31
62 61 69 130 -0.0615385 33
63 25 77 102 -0.509804 30
64 24 88 112 -0.571429 30
65 160 14 174 0.83908 25
66 40 84 124 -0.354839 29
67 16 110 126 -0.746032 29
68 40 71 111 -0.279279 23
69 54 40 94 0.148936 25
70 57 75 132 -0.136364 32
71 18 205 223 -0.838565 29
72 16 105 121 -0.735537 27
73 75 66 141 0.0638298 31
74 116 32 148 0.567568 32
75 65 60 125 0.04 31
76 162 29 191 0.696335 29
77 42 93 135 -0.377778 31
78 90 21 111 0.621622 31
79 82 39 121 0.355372 32
80 75 63 138 0.0869565 32
81 134 10 144 0.861111 16
82 58 42 100 0.16 22
83 19 108 127 -0.700787 30
84 122 21 143 0.706294 26
85 75 76 151 -0.00662252 30
86 137 31 168 0.630952 29
87 32 95 127 -0.496063 32
88 44 82 126 -0.301587 30
89 85 38 123 0.382114 28
90 142 25 167 0.700599 29
91 90 17 107 0.682243 27
92 11 94 105 -0.790476 21
93 26 60 86 -0.395349 26
94 9 145 154 -0.883117 25
95 52 69 121 -0.140496 34
96 58 80 138 -0.15942 28
97 73 24 97 0.505155 27
98 8 145 153 -0.895425 22
99 69 48 117 0.179487 33
100 137 4 141 0.943262 23
101 39 94 133 -0.413534 34
102 42 66 108 -0.222222 25
103 11 103 114 -0.807018 24
104 103 36 139 0.482014 28
105 95 31 126 0.507937 34
106 11 109 120 -0.816667 25
107 25 121 146 -0.657534 20
108 71 65 136 0.0441176 30
109 23 90 113 -0.59292 27
110 190 10 200 0.9 24
111 172 16 188 0.829787 22
112 142 36 178 0.595506 27
113 118 17 135 0.748148 26
114 153 26 179 0.709497 30
115 19 120 139 -0.726619 28
116 20 117 137 -0.708029 30
117 63 55 118 0.0677966 30
118 13 125 138 -0.811594 27
119 12 159 171 -0.859649 26
120 89 49 138 0.289855 31
121 19 105 124 -0.693548 28
122 67 95 162 -0.17284 33
123 110 26 136 0.617647 33
124 64 15 79 0.620253 28
125 60 89 149 -0.194631 34
126 86 41 127 0.354331 31
127 68 39 107 0.271028 30
128 121 5 126 0.920635 20
129 52 78 130 -0.2 31
130 101 22 123 0.642276 25
131 73 38 111 0.315315 29
132 98 37 135 0.451852 27
133 11 116 127 -0.826772 22
134 54 52 106 0.0188679 29
135 75 55 130 0.153846 28
136 20 105 125 -0.68 32
137 19 124 143 -0.734266 29
138 194 8 202 0.920792 22
139 119 28 147 0.619048 30
140 16 107 123 -0.739837 29
141 76 45 121 0.256198 28
142 79 21 100 0.58 26
143 141 6 147 0.918367 20
144 89 31 120 0.483333 27
145 69 21 90 0.533333 28
146 58 35 93 0.247312 27
147 75 55 130 0.153846 35
148 110 22 132 0.666667 28
149 148 12 160 0.85 21
150 59 71 130 -0.0923077 32
151 145 14 159 0.823899 22
152 54 39 93 0.16129 29
153 67 35 102 0.313725 30
154 20 111 131 -0.694656 23
155 134 24 158 0.696203 28
156 48 62 110 -0.127273 32
157 109 18 127 0.716535 29
158 76 69 145 0.0482759 31
159 57 71 128 -0.109375 27
160 7 126 133 -0.894737 25
161 35 96 131 -0.465649 31
162 137 16 153 0.79085 28
163 19 142 161 -0.763975 22
164 21 90 111 -0.621622 31
165 73 43 116 0.258621 32
166 93 60 153 0.215686 33
167 97 16 113 0.716814 24
168 20 88 108 -0.62963 26
169 3 74 77 -0.922078 19
170 0 0 0 0 0
171 90 57 147 0.22449 26
172 93 45 138 0.347826 31
173 88 61 149 0.181208 29
174 65 63 128 0.015625 27
175 111 16 127 0.748031 25
176 62 78 140 -0.114286 28
177 23 115 138 -0.666667 28
178 88 45 133 0.323308 24
179 59 51 110 0.0727273 33
180 56 59 115 -0.026087 33
181 81 2 83 0.951807 21
182 55 49 104 0.0576923 27
183 207 7 214 0.934579 24
184 79 60 139 0.136691 30
185 21 108 129 -0.674419 31
186 110 24 134 0.641791 30
