# event_id  Enu_MeV  Te+_MeV
774 3.033 1.22865
775 4.41766 2.61332
776 4.38557 2.58122
777 6.27564 4.47129
778 4.1113 2.30696
779 5.53248 3.72814
780 4.44268 2.63833
781 3.03276 1.22842
782 6.58009 4.77574
783 6.13406 4.32972
784 3.76429 1.95994
785 4.68029 2.87594
786 2.84957 1.04522
787 4.53009 2.72574
788 2.78214 0.977791
789 3.36623 1.56189
790 4.02129 2.21695
791 4.26685 2.46251
792 2.50103 0.696686
793 3.49787 1.69352
794 2.62912 0.824777
795 5.05623 3.25188
796 3.15439 1.35004
797 3.87583 2.07148
798 3.62483 1.82049
799 5.31951 3.51516
800 3.85199 2.04765
801 2.74862 0.944269
802 6.4809 4.67655
803 2.11958 0.315235
804 6.31123 4.50689
805 3.27079 1.46645
806 3.6063 1.80195
807 4.19291 2.38856
808 2.87002 1.06567
809 5.23505 3.4307
810 5.27662 3.47228
811 3.91029 2.10595
812 2.56956 0.76521
813 3.11704 1.31269
814 3.21614 1.41179
815 3.57728 1.77294
816 2.55321 0.748864
817 5.63221 3.82786
818 2.62659 0.822243
819 5.08439 3.28004
820 4.84115 3.0368
821 3.41038 1.60603
822 3.6697 1.86535
823 2.08701 0.282664
824 4.73065 2.9263
825 3.57155 1.76721
826 3.44405 1.6397
827 7.79725 5.9929
828 5.16186 3.35752
829 3.36552 1.56117
830 3.71646 1.91211
831 4.85352 3.04918
832 2.72431 0.919959
833 8.11524 6.3109
834 3.69958 1.89524
835 5.99957 4.19522
836 3.08526 1.28091
837 3.34045 1.5361
838 2.45237 0.648025
839 2.97385 1.16951
840 4.54694 2.74259
841 5.20919 3.40484
842 3.12573 1.32138
843 2.14265 0.338307
844 3.20743 1.40308
845 4.36303 2.55869
846 3.64979 1.84545
847 4.84265 3.0383
848 4.88979 3.08544
849 2.22024 0.415897
850 3.58505 1.78071
851 3.6889 1.88455
852 4.64826 2.84391
853 4.94668 3.14234
854 2.78395 0.979603
855 5.04208 3.23774
856 3.05823 1.25388
857 4.54955 2.7452
858 2.95682 1.15248
859 2.27878 0.474435
860 3.97566 2.17131
861 4.32327 2.51892
862 4.51312 2.70878
863 4.70945 2.9051
864 4.98283 3.17848
865 4.0795 2.27516
866 6.1904 4.38605
867 2.99638 1.19203
868 3.98882 2.18447
869 6.79921 4.99487
870 3.63892 1.83457
871 6.01737 4.21302
872 2.17179 0.367443
873 3.03491 1.23056
874 4.689 2.88465
875 4.28811 2.48377
876 6.40519 4.60085
877 3.38831 1.58397
878 3.6212 1.81686
879 3.82943 2.02508
880 4.13319 2.32884
881 3.97971 2.17537
882 2.43095 0.626608
883 3.56922 1.76488
884 3.62177 1.81742
885 4.15382 2.34948
886 5.53321 3.72887
887 3.09493 1.29058
888 4.0106 2.20625
889 6.3709 4.56655
890 5.77975 3.9754
891 2.01703 0.212688
892 6.40853 4.60418
893 3.38032 1.57597
894 3.8093 2.00496
895 6.9636 5.15925
896 3.71165 1.9073
897 5.21876 3.41442
898 2.69328 0.888931
899 4.56509 2.76075
900 2.58926 0.784913
901 6.02311 4.21876
902 4.30023 2.49588
903 2.84715 1.04281
904 7.30896 5.50461
905 3.16845 1.3641
906 4.95439 3.15005
907 4.36478 2.56043
908 1.97284 0.168491
909 4.23368 2.42933
910 6.56987 4.76552
911 4.97836 3.17401
912 4.72079 2.91645
913 3.06252 1.25817
914 4.36327 2.55892
915 2.24153 0.437183
916 5.47113 3.66678
917 6.58714 4.7828
918 3.83387 2.02953
919 4.73609 2.93174
920 3.73457 1.93022
921 7.08445 5.2801
922 4.69601 2.89166
923 3.58375 1.7794
