# event_id  Enu_MeV  Te+_MeV
1043 2.65376 0.848242
1044 3.69955 1.88702
1045 4.90887 3.09736
1046 3.179 1.37121
1047 4.9978 3.16531
1048 3.67569 1.85434
1049 5.04905 3.22429
1050 5.6409 3.79803
1051 5.07873 3.25408
1052 2.68588 0.877674
1053 4.26383 2.43671
1054 2.59819 0.790246
1055 4.16973 2.36038
1056 5.73316 3.90682
1057 6.85615 5.00984
1058 3.01493 1.20911
1059 4.90676 3.09374
1060 2.70843 0.901578
1061 3.40869 1.59042
1062 3.45372 1.64325
1063 4.83214 3.00671
1064 3.93848 2.12581
1065 3.35814 1.54976
1066 2.76878 0.959701
1067 5.1932 3.38696
1068 4.78869 2.95192
1069 5.70556 3.88041
1070 2.37408 0.56631
1071 6.38028 4.52789
1072 5.90319 4.05066
1073 2.80287 0.993016
1074 6.9007 5.08372
1075 4.96317 3.12989
1076 4.28221 2.46342
1077 3.37622 1.56479
1078 3.48205 1.66869
1079 2.65533 0.847636
1080 2.29351 0.48568
1081 4.21835 2.39611
1082 3.87952 2.06154
1083 5.87418 4.05484
1084 3.76206 1.95674
1085 2.55684 0.747596
1086 5.32593 3.51904
1087 4.63262 2.82636
1088 3.94207 2.13147
1089 6.13836 4.30801
1090 2.71597 0.90487
1091 4.56718 2.74308
1092 5.28217 3.44613
1093 2.567 0.760165
1094 6.07725 4.26909
1095 3.68731 1.8817
1096 2.37377 0.565684
1097 6.35119 4.52322
1098 3.1856 1.37604
1099 4.44596 2.6293
1100 4.37238 2.54191
1101 4.0892 2.26166
1102 2.8357 1.02583
1103 6.43523 4.58236
1104 4.76922 2.96093
1105 5.16113 3.3329
1106 5.56361 3.71877
1107 4.02777 2.21629
1108 2.40728 0.596914
1109 3.6959 1.88112
1110 2.74363 0.937919
1111 4.58079 2.76756
1112 4.52747 2.69478
1113 5.80213 3.96922
1114 3.36801 1.55016
1115 5.08062 3.26628
1116 4.14945 2.33542
1117 2.68229 0.872298
1118 2.636 0.827136
1119 4.2389 2.42517
1120 5.00343 3.17789
1121 4.64544 2.81116
1122 4.98054 3.14675
1123 3.64639 1.8406
1124 6.45579 4.63141
1125 3.60588 1.79895
1126 6.14893 4.31099
1127 2.02636 0.220115
1128 4.76814 2.96126
1129 4.40369 2.58974
1130 2.06773 0.261431
1131 4.57094 2.74629
1132 3.0858 1.27626
1133 5.76599 3.9358
1134 3.9784 2.15907
1135 3.9493 2.14288
1136 2.86426 1.05876
1137 3.23097 1.41994
1138 3.09634 1.29048
1139 4.36014 2.53543
1140 6.39169 4.53688
1141 5.58464 3.73683
1142 5.79519 3.97318
1143 7.8323 5.9896
1144 3.68683 1.87471
1145 6.3538 4.49558
1146 3.66412 1.84877
