# event_id  Enu_MeV  Te+_MeV
1049 6.85053 4.99676
1050 3.55051 1.74422
1051 3.57921 1.76809
1052 4.6474 2.83272
1053 7.40551 5.52177
1054 4.22054 2.39601
1055 4.0275 2.21596
1056 4.58884 2.75659
1057 3.12835 1.32256
1058 4.75669 2.9288
1059 3.168 1.35987
1060 2.32875 0.520835
1061 2.31825 0.512062
1062 4.81137 2.98406
1063 3.97184 2.1545
1064 5.06267 3.23314
1065 3.67354 1.85141
1066 6.31366 4.50638
1067 4.01963 2.19627
1068 3.44636 1.63352
1069 3.65901 1.84373
1070 3.75784 1.9437
1071 2.31715 0.509168
1072 2.93857 1.12559
1073 4.45078 2.64148
1074 4.96332 3.12139
1075 4.0333 2.2246
1076 4.71944 2.88074
1077 6.45774 4.62381
1078 3.31842 1.50958
1079 3.81779 2.00353
1080 3.52502 1.70343
1081 3.92401 2.10398
1082 6.5295 4.69825
1083 6.94354 5.13423
1084 2.78808 0.975463
1085 4.40394 2.59048
1086 3.92582 2.11978
1087 3.41698 1.60233
1088 4.35911 2.52752
1089 4.76584 2.92842
1090 4.09743 2.27551
1091 4.21914 2.39488
1092 2.87348 1.06472
1093 4.13271 2.31517
1094 3.53842 1.7262
1095 4.69296 2.8615
1096 3.09383 1.28181
1097 2.02956 0.222356
1098 4.80074 2.98335
1099 2.38609 0.576279
1100 3.00864 1.19997
1101 4.39999 2.5743
1102 5.30068 3.46233
1103 6.82335 4.98083
1104 2.35174 0.546087
1105 3.28369 1.47074
1106 4.27269 2.45929
1107 4.7793 2.95532
1108 6.19854 4.37006
1109 3.98651 2.17089
1110 6.15078 4.34251
1111 4.58461 2.75366
1112 3.44826 1.62863
1113 5.01992 3.21385
1114 4.97791 3.13985
1115 4.9836 3.14307
1116 2.80868 0.997276
1117 4.37275 2.54836
1118 2.15612 0.347941
1119 4.37586 2.55857
1120 3.06642 1.25949
1121 4.81428 2.97809
1122 2.53639 0.7309
1123 2.93535 1.12185
1124 6.7767 4.93735
1125 5.87294 4.03975
1126 6.65502 4.82255
1127 3.578 1.76476
1128 3.73029 1.92198
1129 4.96103 3.14641
1130 4.09076 2.27831
1131 2.84792 1.04044
1132 2.50595 0.696442
1133 6.21738 4.37868
1134 1.94513 0.139382
1135 2.8728 1.05856
1136 6.48404 4.62865
1137 5.76636 3.91382
1138 5.10495 3.28517
1139 4.30966 2.49273
1140 4.30286 2.48379
1141 5.26626 3.45469
1142 4.17327 2.36092
1143 3.40972 1.59469
1144 4.72051 2.90366
1145 4.49286 2.67442
1146 2.30499 0.496047
1147 5.66355 3.8509
1148 4.81881 2.98686
