# event_id  Npe_top  Npe_bottom  Npe_total  asym  N_fired_PMTs
0 5 70 75 -0.866667 15
1 64 8 72 0.777778 21
2 45 6 51 0.764706 21
3 60 19 79 0.518987 18
4 82 7 89 0.842697 20
5 10 48 58 -0.655172 21
6 4 81 85 -0.905882 18
7 11 60 71 -0.690141 23
8 14 57 71 -0.605634 22
9 33 29 62 0.0645161 25
10 11 59 70 -0.685714 20
11 20 45 65 -0.384615 25
12 10 62 72 -0.722222 24
13 71 11 82 0.731707 21
14 17 43 60 -0.433333 20
15 69 4 73 0.890411 21
16 30 20 50 0.2 19
17 31 23 54 0.148148 18
18 19 45 64 -0.40625 23
19 90 7 97 0.85567 19
20 58 14 72 0.611111 22
21 51 11 62 0.645161 23
22 25 45 70 -0.285714 28
23 34 3 37 0.837838 16
24 61 9 70 0.742857 21
25 77 5 82 0.878049 22
26 17 39 56 -0.392857 24
27 91 3 94 0.93617 20
28 34 9 43 0.581395 16
29 19 39 58 -0.344828 24
30 13 69 82 -0.682927 25
31 21 31 52 -0.192308 23
32 8 67 75 -0.786667 20
33 4 70 74 -0.891892 17
34 3 78 81 -0.925926 20
35 31 22 53 0.169811 26
36 34 57 91 -0.252747 24
37 35 38 73 -0.0410959 27
38 8 77 85 -0.811765 25
39 7 68 75 -0.813333 21
40 32 58 90 -0.288889 31
41 28 45 73 -0.232877 26
42 27 37 64 -0.15625 19
43 16 53 69 -0.536232 22
44 33 44 77 -0.142857 27
45 61 14 75 0.626667 24
46 40 23 63 0.269841 19
47 32 37 69 -0.0724638 29
48 52 12 64 0.625 23
49 6 62 68 -0.823529 18
50 43 35 78 0.102564 23
51 52 2 54 0.925926 17
52 7 70 77 -0.818182 24
53 46 32 78 0.179487 27
54 28 44 72 -0.222222 28
55 40 18 58 0.37931 22
56 45 51 96 -0.0625 24
57 9 52 61 -0.704918 22
58 22 76 98 -0.55102 29
59 15 56 71 -0.577465 21
60 15 37 52 -0.423077 25
61 13 69 82 -0.682927 19
62 22 40 62 -0.290323 23
63 19 60 79 -0.518987 22
64 3 67 70 -0.914286 18
65 66 3 69 0.913043 19
66 33 8 41 0.609756 18
67 9 46 55 -0.672727 18
68 11 93 104 -0.788462 25
69 10 33 43 -0.534884 23
70 99 9 108 0.833333 20
71 27 49 76 -0.289474 30
72 9 62 71 -0.746479 18
73 38 16 54 0.407407 19
74 17 29 46 -0.26087 15
75 8 50 58 -0.724138 21
76 8 57 65 -0.753846 24
77 23 42 65 -0.292308 29
78 63 12 75 0.68 28
79 51 13 64 0.59375 26
80 29 19 48 0.208333 20
81 29 56 85 -0.317647 27
82 60 20 80 0.5 28
83 28 33 61 -0.0819672 24
84 14 44 58 -0.517241 23
85 46 23 69 0.333333 27
86 46 7 53 0.735849 19
87 21 44 65 -0.353846 23
88 25 48 73 -0.315068 30
89 45 30 75 0.2 25
90 12 86 98 -0.755102 17
91 30 30 60 0 25
92 3 58 61 -0.901639 20
93 69 12 81 0.703704 25
94 62 5 67 0.850746 22
95 1 73 74 -0.972973 17
96 7 74 81 -0.82716 24
97 42 43 85 -0.0117647 26
98 41 24 65 0.261538 24
99 32 21 53 0.207547 21
100 8 72 80 -0.8 19
101 1 80 81 -0.975309 18
102 55 12 67 0.641791 24
103 20 48 68 -0.411765 25
104 15 51 66 -0.545455 26
105 34 61 95 -0.284211 26
106 18 25 43 -0.162791 19
107 78 7 85 0.835294 21
108 21 49 70 -0.4 27
109 11 57 68 -0.676471 24
110 46 44 90 0.0222222 35
111 27 48 75 -0.28 29
112 4 82 86 -0.906977 14
113 10 48 58 -0.655172 23
114 54 7 61 0.770492 20
115 54 25 79 0.367089 26
116 57 21 78 0.461538 26
117 61 10 71 0.71831 17
118 30 45 75 -0.2 23
119 40 9 49 0.632653 14
120 13 45 58 -0.551724 27
121 43 32 75 0.146667 25
122 12 53 65 -0.630769 25
123 27 54 81 -0.333333 23
124 67 25 92 0.456522 28
125 38 19 57 0.333333 25
126 16 61 77 -0.584416 26
127 88 13 101 0.742574 20
128 91 3 94 0.93617 15
129 32 34 66 -0.030303 20
130 6 69 75 -0.84 24
131 21 33 54 -0.222222 24
132 20 43 63 -0.365079 26
133 23 29 52 -0.115385 25
134 32 34 66 -0.030303 23
135 48 9 57 0.684211 19
136 77 5 82 0.878049 22
137 31 33 64 -0.03125 28
138 17 27 44 -0.227273 22
139 65 4 69 0.884058 22
140 40 26 66 0.212121 28
141 22 34 56 -0.214286 24
142 2 80 82 -0.95122 19
143 28 47 75 -0.253333 26
144 35 41 76 -0.0789474 26
145 39 14 53 0.471698 20
146 36 20 56 0.285714 22
147 31 43 74 -0.162162 30
148 7 78 85 -0.835294 19
149 7 46 53 -0.735849 20
150 29 38 67 -0.134328 21
151 84 12 96 0.75 22
152 36 48 84 -0.142857 23
153 22 49 71 -0.380282 26
154 29 19 48 0.208333 18
155 14 44 58 -0.517241 22
156 76 0 76 1 18
157 6 44 50 -0.76 18
158 68 13 81 0.679012 27
159 59 13 72 0.638889 27
160 29 21 50 0.16 22
161 38 29 67 0.134328 19
162 16 31 47 -0.319149 25
163 38 35 73 0.0410959 22
164 30 32 62 -0.0322581 28
165 12 22 34 -0.294118 21
166 27 47 74 -0.27027 26
167 53 17 70 0.514286 23
168 46 26 72 0.277778 17
169 12 66 78 -0.692308 20
170 42 38 80 0.05 27
171 50 13 63 0.587302 25
172 34 32 66 0.030303 26
173 10 44 54 -0.62963 24
174 7 67 74 -0.810811 22
175 31 24 55 0.127273 24
176 8 73 81 -0.802469 15
177 16 46 62 -0.483871 24
178 9 80 89 -0.797753 21
179 10 57 67 -0.701493 23
180 58 7 65 0.784615 14
181 44 28 72 0.222222 24
182 65 10 75 0.733333 21
183 52 20 72 0.444444 28
184 51 17 68 0.5 23
185 48 22 70 0.371429 24
186 31 35 66 -0.0606061 26
187 8 68 76 -0.789474 23
188 2 77 79 -0.949367 18
189 4 3 7 0.142857 6
190 58 2 60 0.933333 17
191 15 53 68 -0.558824 21
192 21 26 47 -0.106383 22
193 42 26 68 0.235294 24
194 24 42 66 -0.272727 26
195 50 27 77 0.298701 25
196 5 75 80 -0.875 12
197 49 1 50 0.96 17
198 8 68 76 -0.789474 23
199 7 30 37 -0.621622 15
200 50 29 79 0.265823 24
201 78 10 88 0.772727 20
202 49 13 62 0.580645 23
203 57 28 85 0.341176 22
204 2 62 64 -0.9375 14
205 4 87 91 -0.912088 16
206 8 54 62 -0.741935 21
207 41 30 71 0.15493 25
208 15 35 50 -0.4 20
209 35 33 68 0.0294118 18
210 70 16 86 0.627907 20
211 7 65 72 -0.805556 21
212 41 34 75 0.0933333 22
213 58 14 72 0.611111 25
214 27 41 68 -0.205882 25
215 61 6 67 0.820896 19
216 36 27 63 0.142857 24
217 1 96 97 -0.979381 13
218 57 9 66 0.727273 22
219 80 7 87 0.83908 23
220 49 25 74 0.324324 25
221 8 53 61 -0.737705 19
222 54 5 59 0.830508 19
223 85 11 96 0.770833 25
224 29 50 79 -0.265823 23
225 45 40 85 0.0588235 28
226 52 29 81 0.283951 25
227 12 43 55 -0.563636 25
228 46 5 51 0.803922 16
229 38 30 68 0.117647 22
230 5 62 67 -0.850746 18
231 51 4 55 0.854545 19
232 72 13 85 0.694118 27
233 26 58 84 -0.380952 30
234 4 76 80 -0.9 21
235 10 67 77 -0.74026 16
236 10 57 67 -0.701493 18
