# event_id Enu_MeV Ee_MeV Te_MeV cosThetaE thetaE_deg eDirX eDirY eDirZ Tn_keV cosThetaN thetaN_deg nDirX nDirY nDirZ
19332 5.4289819 4.1052153 3.5942164 -0.24251946 104.03529 -0.49893082 -0.83201704 0.24251946 30.419558 0.85148855 31.626056 0.26967673 0.44971291 -0.85148855
19333 3.6617936 2.360096 1.8490971 0.18162836 79.535379 0.95295986 -0.24264923 -0.18162836 8.3505161 0.81976858 34.938366 -0.55498622 0.14131443 -0.81976858
19334 4.8683971 3.5490213 3.0380224 -0.36737108 111.55358 -0.9096506 0.19384087 0.36737108 26.028804 0.88343092 27.940956 0.4582721 -0.09765493 -0.88343092
19335 3.2594004 1.9576498 1.4466509 -0.12545785 97.207197 0.17938697 0.9757462 0.12545785 8.4035948 0.88129827 28.200628 -0.085446301 -0.46477122 -0.88129827
19336 4.785695 3.4898917 2.9788928 0.91407802 23.924868 0.15016945 0.37671011 -0.91407802 2.4563125 0.75860059 40.659017 -0.24126891 -0.60523918 -0.75860059
19337 4.3614884 3.0600666 2.5490677 0.4930687 60.457521 0.78208711 0.38108138 -0.4930687 8.07477 0.73837083 42.407181 -0.6062545 -0.29540482 -0.73837083
19338 2.1336139 0.83618093 0.32518202 -0.9400066 160.05267 0.27716383 -0.19891657 0.9400066 4.0859989 0.9966599 4.6842301 -0.066346023 0.047615605 -0.9966599
19339 4.6829884 3.383407 2.8724081 0.68351624 46.880971 0.69834684 -0.2124082 -0.68351624 6.2343683 0.70058291 45.52621 -0.68269072 0.20764625 -0.70058291
19340 5.3907227 4.0540978 3.5430989 -0.81407617 144.49612 0.57763355 0.060162106 0.81407617 43.277881 0.96553581 15.086098 -0.25886994 -0.026962009 -0.96553581
19341 2.5837718 1.2873389 0.77633999 0.37318869 68.087593 -0.92152131 -0.1073717 -0.37318869 3.0859107 0.8902673 27.093146 0.45237804 0.052709144 -0.8902673
19342 4.5573207 3.2460987 2.7350998 -0.081841884 94.694445 -0.29474471 0.95206484 0.081841884 17.875001 0.83350368 33.539649 0.1633987 -0.52779966 -0.83350368
19343 2.0133098 0.71691277 0.20591386 -0.69376867 133.92918 0.60454354 0.39142323 0.69376867 3.0500288 0.98845131 8.7161135 -0.12720366 -0.082360433 -0.98845131
19344 3.8231385 2.5173106 2.0063117 -0.14156263 98.138279 -0.46094423 0.87606532 0.14156263 12.480837 0.8632051 30.321621 0.23507664 -0.44678398 -0.8632051
19345 3.3104502 2.0159016 1.5049026 0.96832749 14.458786 -0.20203563 0.14670878 -0.96832749 1.2016318 0.94608808 18.899519 0.26209681 -0.19032239 -0.94608808
19346 3.179015 1.873749 1.3627501 -0.77821829 141.09773 -0.55290514 0.29777877 0.77821829 11.918927 0.97080597 13.878639 0.21118553 -0.11373844 -0.97080597
19347 2.9750897 1.6711996 1.1602007 -0.87898599 151.52028 -0.4303358 -0.20541358 0.87898599 10.543062 0.98528401 9.8416163 0.15425312 0.073630143 -0.98528401
19348 4.1512662 2.844588 2.3335891 0.0045315734 89.740359 0.99233014 0.12353283 -0.0045315734 13.331187 0.82840844 34.064408 -0.55583413 -0.069194478 -0.82840844
19349 2.7694071 1.4686604 0.9576615 -0.5616788 124.17198 0.11644447 -0.81912002 0.5616788 7.3996649 0.95199476 17.825217 -0.043083445 0.30306731 -0.95199476
19350 3.3695758 2.0706643 1.5596653 0.36532488 68.572422 0.2518581 0.89616138 -0.36532488 5.5645123 0.81596632 35.316978 -0.15641008 -0.55653828 -0.81596632
19351 5.6052947 4.304829 3.7938301 0.75800699 40.711188 0.12358859 0.64043053 -0.75800699 7.1186412 0.64693539 49.68906 -0.14448809 -0.74873079 -0.64693539
19352 2.6720268 1.3723796 0.8613807 -0.44590732 116.4814 0.47014345 0.76166383 0.44590732 6.3001711 0.94330619 19.385586 -0.17434416 -0.2824492 -0.94330619
19353 6.1851669 4.8392935 4.3282946 -0.609996 127.58921 0.27458088 0.74331031 0.609996 52.526425 0.92260994 22.68933 -0.1336631 -0.3618357 -0.92260994
19354 3.9462272 2.651458 2.1404591 0.95781028 16.702436 0.026530424 0.28617409 -0.95781028 1.4221334 0.88932507 27.211442 -0.042211765 -0.45532305 -0.88932507
19355 3.2599468 1.9611823 1.4501834 0.32793315 70.856626 0.88935942 -0.31859014 -0.32793315 5.4175659 0.82777183 34.129473 -0.52819715 0.18921304 -0.82777183
19356 5.5305519 4.2036443 3.6926454 -0.31684161 108.47203 0.10294702 0.94287502 0.31684161 33.560516 0.86596147 30.007326 -0.05428158 -0.49715616 -0.86596147
19357 3.3331172 2.0288297 1.5178307 -0.42049275 114.8657 0.49078934 -0.76309349 0.42049275 10.94055 0.91921736 23.188068 -0.21299396 0.33116918 -0.91921736
19358 5.7476311 4.4381839 3.927185 0.44001249 63.895322 -0.84034273 0.31656454 -0.44001249 16.100173 0.69321104 46.115169 0.67446521 -0.25407701 -0.69321104
19359 3.6470595 2.3438695 1.8328706 0.0057463732 89.670755 -0.99555731 -0.093982057 -0.0057463732 9.8430162 0.84629264 32.189303 0.53036034 0.050066787 -0.84629264
19360 4.4047189 3.081654 2.5706551 -0.99804527 176.41696 -0.059442403 -0.019293532 0.99804527 29.717941 0.99967415 1.4627197 0.024279603 0.007880558 -0.99967415
19361 3.8486997 2.5363389 2.02534 -0.75879115 139.35774 -0.28652417 -0.58492725 0.75879115 19.013803 0.96240991 15.759564 0.1194783 0.24391002 -0.96240991
19362 4.2388634 2.9198444 2.4088455 -0.88745932 152.5557 -0.310522 0.34057606 0.88745932 25.672018 0.98148933 11.041317 0.12903446 -0.14152314 -0.98148933
19363 5.4934518 4.1568633 3.6458644 -0.73450268 137.26521 -0.19183903 -0.65092519 0.73450268 43.241473 0.95006841 18.182316 0.088212891 0.2993134 -0.95006841
19364 2.1264957 0.83146239 0.32046348 0.63904386 50.279441 -0.53276735 -0.55478095 -0.63904386 1.6862736 0.95900869 16.461838 0.19628141 0.20439164 -0.95900869
19365 5.2895647 3.9542598 3.4432609 -0.83716552 146.842 0.070528169 -0.54238332 0.83716552 41.957851 0.97009984 14.046319 -0.03129653 0.24067994 -0.97009984
19366 3.6168029 2.3183807 1.8073818 0.52992081 57.999896 -0.31812409 0.78611768 -0.52992081 5.0751455 0.78355199 38.413047 0.2330753 -0.57595328 -0.78355199
19367 3.2627014 1.9659504 1.4549515 0.63416236 50.642114 0.11930198 0.76394053 -0.63416236 3.4039513 0.8142495 35.486778 -0.089571397 -0.57356317 -0.8142495
19368 3.4823764 2.1766 1.6656011 -0.45078315 116.79394 -0.81689908 -0.35982001 0.45078315 12.429437 0.92008813 23.061031 0.35847714 0.15789863 -0.92008813
19369 3.3870509 2.082973 1.5719741 -0.33126347 109.34548 0.85407366 -0.40102705 0.33126347 10.730858 0.90510986 25.161917 -0.38486317 0.18071104 -0.90510986
19370 2.8588236 1.5589359 1.0479369 -0.22694157 103.11708 -0.17144897 0.95869848 0.22694157 6.5407816 0.91218857 24.190431 0.072136931 -0.40337115 -0.91218857
19371 3.6932506 2.3918937 1.8808948 0.23655773 76.316536 -0.11098762 -0.96525758 -0.23655773 8.0098766 0.81040754 35.864232 0.066923393 0.58203169 -0.81040754
19372 3.6997507 2.3923053 1.8813064 -0.41705268 114.64865 0.87469299 0.24693974 0.41705268 14.098436 0.91041075 24.437823 -0.39814321 -0.11240216 -0.91041075
19373 2.882627 1.5802201 1.0692212 -0.74213557 137.91365 -0.081634092 0.66525985 0.74213557 9.0599155 0.96990495 14.092253 0.029655487 -0.24167115 -0.96990495
19374 3.6164503 2.3082418 1.7972429 -0.5913514 126.25297 0.72989253 0.34287085 0.5913514 14.861449 0.93880847 20.147593 -0.3117554 -0.14644873 -0.93880847
19375 4.7575877 3.459306 2.9483071 0.7701263 39.634768 0.11287585 0.62782524 -0.7701263 4.9347257 0.69722718 45.795038 -0.12684773 -0.70553803 -0.69722718
19376 4.0992446 2.7977162 2.2867173 0.40020525 66.40899 0.40940216 -0.81989367 -0.40020525 8.1813984 0.76544106 40.053754 -0.28747863 0.57572218 -0.76544106
19377 2.847949 1.5517448 1.0407459 0.58606571 54.121687 0.74560053 0.31718582 -0.58606571 2.8571777 0.85870114 30.828942 -0.47157853 -0.20061416 -0.85870114
19378 5.2406265 3.9044845 3.3934856 -0.91599655 156.34765 0.3663756 0.16346019 0.91599655 42.795066 0.98473714 10.023271 -0.15894616 -0.070914574 -0.98473714
19379 6.1910271 4.8446417 4.3336428 -0.62247002 128.49673 -0.76489749 0.16571937 0.62247002 53.038462 0.92515862 22.307714 0.37097387 -0.080373585 -0.92515862
19380 5.1857707 3.8550457 3.3440468 -0.70982137 135.22038 -0.29460759 0.63981246 0.70982137 37.378024 0.94654838 18.817927 0.13491147 -0.29299326 -0.94654838
19381 6.2123719 4.8840523 4.3730534 -0.051716055 92.964434 0.090791785 0.99452617 0.051716055 34.97263 0.79981763 36.88731 -0.054570165 -0.59775736 -0.79981763
19382 4.1632282 2.8490408 2.3380419 -0.58804539 126.01843 0.18928709 -0.78636698 0.58804539 20.840421 0.93162419 21.310572 -0.085050607 0.35333096 -0.93162419
19383 6.7751542 5.4444427 4.9334438 0.074737318 85.713871 -0.092591349 0.99289535 -0.074737318 37.364511 0.76248781 40.315988 0.060074855 -0.64420753 -0.76248781
19384 3.3664437 2.0588698 1.5478709 -0.83876774 147.01022 -0.48951091 -0.23842766 0.83876774 14.226887 0.97755928 12.161064 0.1893896 0.092246606 -0.97755928
19385 5.8719505 4.5322474 4.0212485 -0.5963697 126.61034 -0.50081823 -0.62731514 0.5963697 46.356064 0.92118518 22.900034 0.24277842 0.30409951 -0.92118518
19386 6.3471761 5.0411444 4.5301455 0.65407094 49.150759 -0.33035802 0.68048129 -0.65407094 12.68469 0.62868359 51.046933 0.33962895 -0.69957782 -0.62868359
19387 3.9256658 2.6130001 2.1020012 -0.7003301 134.45349 -0.64409296 0.3077044 0.7003301 19.318692 0.95248691 17.732869 0.27482806 -0.13129441 -0.95248691
19388 3.4969044 2.197541 1.6865421 0.36855293 68.3736 0.67679365 -0.63727474 -0.36855293 6.016417 0.80638954 36.255336 -0.4305535 0.40541288 -0.80638954
19389 3.8152082 2.5162114 2.0052125 0.53307753 57.786372 0.82476749 0.18864501 -0.53307753 5.6497642 0.76827167 39.801061 -0.62400942 -0.1427266 -0.76827167
19390 6.2358868 4.9247797 4.4137808 0.48446013 61.022892 0.12640212 0.86563323 -0.48446013 17.76016 0.66957724 47.965556 -0.10731915 -0.73494825 -0.66957724
19391 4.0473346 2.7360888 2.2250899 -0.45225331 116.88835 -0.88952618 0.064885372 0.45225331 17.898826 0.91003436 24.4899 0.41343439 -0.030157453 -0.91003436
19392 4.1068922 2.7982005 2.2872016 -0.18891821 100.88966 -0.95921523 0.21027613 0.18891821 15.344641 0.86355653 30.281713 0.49255577 -0.10797652 -0.86355653
19393 1.904403 0.60900698 0.098008074 -0.085177836 94.886251 -0.98025272 -0.17846383 0.085177836 2.0490191 0.98572367 9.6931296 0.16564831 0.030157766 -0.98572367
19394 3.4089869 2.1062662 1.5952673 -0.12618249 97.249048 -0.17698073 0.97609211 0.12618249 9.3736651 0.87518024 28.933686 0.086312644 -0.47603538 -0.87518024
19395 2.9903634 1.6944768 1.1834779 0.70178417 45.429676 0.18778736 0.68719348 -0.70178417 2.5395795 0.84993186 31.795741 -0.13888997 -0.50825722 -0.84993186
19396 5.6659813 4.3256141 3.8146152 -0.75865322 139.34561 -0.24453135 -0.60386233 0.75865322 47.020178 0.95419249 17.409164 0.11229895 0.27731866 -0.95419249
19397 2.1001076 0.80389334 0.29289443 -0.22276379 102.87142 -0.82982338 -0.51163411 0.22276379 2.8672979 0.96536008 15.124735 0.2220994 0.13693713 -0.96536008
19398 4.1500094 2.8543848 2.3433859 0.89356454 26.67536 0.1719852 0.41468483 -0.89356454 2.2776043 0.79292693 37.540115 -0.23342692 -0.56283101 -0.79292693
19399 4.2821478 2.9825735 2.4715746 0.60724241 52.609623 0.62268537 -0.49347703 -0.60724241 6.2273206 0.73055869 43.066748 -0.53516898 0.42412045 -0.73055869
19400 4.1827337 2.8780053 2.3670064 0.17697915 79.806147 -0.36102665 0.91560807 -0.17697915 11.381364 0.79724129 37.132533 0.22143304 -0.56158146 -0.79724129
19401 7.8664727 6.5034481 5.9924492 -0.25234115 104.61609 -0.96716799 0.030166735 0.25234115 69.677516 0.83453314 33.432743 0.55068994 -0.017176455 -0.83453314
19402 2.8928843 1.5910189 1.08002 -0.60778803 127.42973 0.60145834 -0.51849935 0.60778803 8.5184329 0.95403068 17.440124 -0.22700241 0.19569203 -0.95403068
19403 5.4751797 4.1767186 3.6657197 0.82731061 34.176544 -0.49721895 -0.26140097 -0.82731061 5.1140857 0.65999226 48.700718 0.66497619 0.34959532 -0.65999226
19404 5.0490683 3.7176441 3.2066452 -0.85607037 148.87819 -0.081678415 0.51036473 0.85607037 38.077118 0.97411398 13.065065 0.035723475 -0.22321689 -0.97411398
19405 4.5060708 3.207144 2.6961451 0.69572343 45.915106 0.33633721 -0.63470165 -0.69572343 5.5797899 0.71157169 44.637064 -0.32898769 0.62083237 -0.71157169
19406 4.9613502 3.6557623 3.1447634 0.41124112 65.717176 0.29575506 -0.86221209 -0.41124112 12.240861 0.72494355 43.535848 -0.22349159 0.65154305 -0.72494355
19407 5.2578566 3.9453946 3.4343957 0.17431074 79.96145 -0.53595626 -0.82605487 -0.17431074 19.11504 0.76500508 40.092556 0.35053528 0.54027054 -0.76500508
19408 2.149512 0.85500646 0.34400755 0.98762544 9.023008 0.055668801 -0.14661845 -0.98762544 1.1585859 0.99734529 4.1758271 -0.025847294 0.068075658 -0.99734529
19409 4.5915218 3.2940272 2.7830283 0.79910585 36.955198 -0.51867805 -0.30397848 -0.79910585 4.1475456 0.71330337 44.495674 0.60466426 0.35437189 -0.71330337
19410 2.5992297 1.3002847 0.78928581 -0.37006859 111.71985 0.33230747 0.86753731 0.37006859 5.5979931 0.93932596 20.061334 -0.12270131 -0.32032973 -0.93932596
19411 4.8277686 3.5163977 3.0053988 0.050117709 87.127263 0.40206549 -0.91423824 -0.050117709 18.023915 0.80126736 36.748702 -0.24086107 0.5476829 -0.80126736
19412 3.5709268 2.2702738 1.7592749 0.24971428 75.539394 0.27587412 0.92818977 -0.24971428 7.305975 0.81554025 35.359185 -0.16487166 -0.55471744 -0.81554025
19413 3.6948517 2.399639 1.8886401 0.90279512 25.472059 -0.42807216 -0.041414904 -0.90279512 1.8657425 0.84267784 32.576017 0.53591584 0.051848508 -0.84267784
19414 4.0313966 2.7339729 2.222974 0.72999594 43.113947 0.36229789 0.57952237 -0.72999594 4.0767473 0.74832052 41.554895 -0.35163536 -0.56246686 -0.74832052
19415 4.5315175 3.2271041 2.7161052 0.34432033 69.859688 -0.92657108 0.151359 -0.34432033 11.066399 0.7540472 41.057814 0.64822835 -0.10589063 -0.7540472
19416 2.7861537 1.4878007 0.97680174 0.042158261 87.583793 0.37627214 0.92554954 -0.042158261 5.0060254 0.8901533 27.107483 -0.17160517 -0.42211226 -0.8901533
19417 5.1364114 3.8006989 3.2897 -0.98814508 171.16886 0.016852101 -0.15259524 0.98814508 42.365461 0.99787642 3.7346439 -0.0071498953 0.064742077 -0.99787642
19418 2.578234 1.2791828 0.7681839 -0.43994061 116.10009 0.75702783 0.48307466 0.43994061 5.7041657 0.94667081 18.796168 -0.27161344 -0.17332199 -0.94667081
19419 5.4156372 4.0870965 3.5760976 -0.45202058 116.8734 0.33769645 -0.82561401 0.45202058 35.193774 0.89478156 26.519615 -0.16903767 0.41327017 -0.89478156
19420 5.217058 3.884395 3.373396 -0.77545234 140.84606 0.542301 0.32339342 0.77545234 39.316009 0.95877314 16.509397 -0.24406967 -0.14554745 -0.95877314
19421 3.3546897 2.050066 1.5390671 -0.44285913 116.28645 0.17298439 0.87974553 0.44285913 11.276624 0.92184155 22.803194 -0.074775479 -0.38028514 -0.92184155
19422 4.5086944 3.1917778 2.6807789 -0.48397952 118.94564 0.86806969 -0.11053883 0.48397952 23.569581 0.90954008 24.558129 -0.41228702 0.052500078 -0.90954008
19423 4.864415 3.5655482 3.0545493 0.75000249 41.409406 0.49822176 0.43505325 -0.75000249 5.5197893 0.6888342 46.462104 -0.54604063 -0.47680927 -0.6888342
19424 4.5134933 3.1913792 2.6803803 -0.82021134 145.10595 0.18814109 0.54023726 0.82021134 28.767036 0.96924341 14.247089 -0.080939474 -0.23241344 -0.96924341
19425 5.3037074 3.9821739 3.4711749 -0.2127989 102.28643 0.69623901 0.68554203 0.2127989 28.186555 0.84683583 32.130833 -0.37897786 -0.37315526 -0.84683583
19426 3.3286084 2.0319639 1.520965 0.66858889 48.041752 -0.61889295 0.41226256 -0.66858889 3.2974872 0.80912792 35.989186 0.48906116 -0.32577783 -0.80912792
19427 3.4043208 2.1096531 1.5986542 0.95403893 17.438547 -0.26429308 -0.14127595 -0.95403893 1.3206847 0.92113196 22.907869 0.34328375 0.18349983 -0.92113196
19428 2.9460206 1.6485473 1.1375483 0.3672132 68.45615 -0.61724334 0.69581975 -0.3672132 4.1263868 0.85180255 31.59173 0.34763803 -0.39189311 -0.85180255
19429 3.175917 1.8794317 1.3684328 0.64960628 49.488076 -0.42822831 -0.62819758 -0.64960628 3.138285 0.82416727 34.495844 0.31899895 0.46796152 -0.82416727
19430 2.8341465 1.534705 1.023706 -0.15769268 99.072997 -0.96401111 -0.2140458 0.15769268 6.0945772 0.9061908 25.015855 0.41281551 0.091660173 -0.9061908
19431 3.0985352 1.793016 1.2820171 -0.95615391 162.97046 0.23422248 -0.17581107 0.95615391 12.172185 0.99441352 6.0591165 -0.084418671 0.06336598 -0.99441352
19432 3.8880026 2.5757753 2.0647764 -0.70099628 134.50699 0.68873394 0.18506695 0.70099628 18.880242 0.95291329 17.652483 -0.29285466 -0.07869181 -0.95291329
19433 6.281474 4.9390789 4.42808 -0.44961693 116.71911 -0.88707513 0.10460559 0.44961693 49.048166 0.88836672 27.331279 0.45597524 -0.05376947 -0.88836672
19434 4.3537812 3.0467867 2.5357877 0.092583423 84.687753 0.94338235 0.31852481 -0.092583423 13.64758 0.80622709 36.271071 -0.5605183 -0.18925411 -0.80622709
19435 3.2417796 1.9427415 1.4317426 0.27542195 74.012839 -0.81244484 -0.51388338 -0.27542195 5.6910402 0.83418995 33.468416 0.46607084 0.2947967 -0.83418995
19436 7.5674167 6.1810854 5.6700865 -0.82670817 145.76206 0.14468532 -0.54370926 0.82670817 92.984385 0.96451058 15.310167 -0.067901202 0.25516419 -0.96451058
19437 4.7583706 3.4626913 2.9516924 0.92005177 23.066348 -0.36461262 0.14339586 -0.92005177 2.332315 0.76767601 39.854347 0.59637464 -0.23454386 -0.76767601
19438 4.7903786 3.4847006 2.9737016 0.35481414 69.217946 0.70550783 -0.61348646 -0.35481414 12.33103 0.74203465 42.094974 -0.50585802 0.43987753 -0.74203465
19439 6.1322741 4.8227431 4.3117442 0.51457604 59.030879 -0.85448879 0.07113661 -0.51457604 16.184023 0.66532702 48.292581 0.74397837 -0.061936564 -0.66532702
19440 3.8982061 2.5931176 2.0821187 -0.01649274 90.945007 -0.71304582 -0.70092343 0.01649274 11.741494 0.84030617 32.827536 0.38660336 0.38003077 -0.84030617
19441 4.0019113 2.69233 2.1813311 -0.34735416 110.32557 -0.59808149 0.722249 0.34735416 16.234375 0.89306197 26.739429 0.28696517 -0.34654192 -0.89306197
19442 4.4510702 3.1424274 2.6314285 0.028806185 88.349299 0.80646169 0.59058425 -0.028806185 15.295807 0.81516505 35.396315 -0.46731972 -0.34222539 -0.81516505
19443 5.6165637 4.2920232 3.7810243 -0.17836894 100.27477 0.63554562 0.7511766 0.17836894 31.193502 0.83553913 33.327983 -0.3548794 -0.41944604 -0.83553913
19444 3.5099669 2.2032326 1.6922337 -0.53938593 122.64185 -0.73424362 0.41224886 0.53938593 13.387321 0.93266992 21.145094 0.31454388 -0.176604 -0.93266992
19445 5.6734724 4.3753595 3.8643606 0.85416627 31.33225 -0.500186 -0.14217575 -0.85416627 4.7659094 0.65558467 49.036002 0.72634866 0.20646153 -0.65558467
19446 5.0936729 3.7620354 3.2510365 -0.82829687 145.92418 0.23941015 0.50656399 0.82829687 38.290512 0.96893021 14.319824 -0.10568525 -0.22361768 -0.96893021
19447 3.6260097 2.3260393 1.8150404 0.3568684 69.092002 -0.82089354 0.4458461 -0.3568684 6.6234731 0.79895713 36.969369 0.52847299 -0.28702579 -0.79895713
19448 2.5528282 1.2569424 0.7459435 0.52313466 58.457246 0.69106108 0.49876319 -0.52313466 2.5387793 0.89393661 26.627834 -0.36342506 -0.2622967 -0.89393661
19449 8.3382461 6.9285251 6.4175262 -0.85031691 148.24616 0.027107523 -0.52557238 0.85031691 116.37403 0.96879775 14.350478 -0.012766562 0.24752362 -0.96879775
19450 3.7175387 2.4192457 1.9082468 0.57595228 54.833652 -0.77325421 0.26524876 -0.57595228 4.9460808 0.77303032 39.373205 0.60004717 -0.20583369 -0.77303032
19451 3.4295914 2.128068 1.6170691 0.049943783 87.137241 -0.66169131 0.74811111 -0.049943783 8.1763962 0.84980554 31.809475 0.34921087 -0.39481935 -0.84980554
19452 1.853242 0.55813831 0.047139397 0.22170488 77.190812 0.59307628 -0.77402033 -0.22170488 1.7567174 0.9927136 6.9208319 -0.073288242 0.095648048 -0.9927136
19453 3.5944249 2.2993508 1.7883519 0.91204505 24.21049 0.22439148 0.34325251 -0.91204505 1.727146 0.86005132 30.677654 -0.2791734 -0.42705262 -0.86005132
19454 2.4411137 1.142286 0.63128713 -0.65300373 130.76845 0.38188677 0.65402494 0.65300373 5.4806845 0.97038685 13.978403 -0.12180171 -0.20859941 -0.97038685
19455 6.2647091 4.9624218 4.4514229 0.75714658 40.786711 0.64910922 0.073391232 -0.75714658 8.9402575 0.61690195 51.90975 -0.78205714 -0.088422927 -0.61690195
19456 4.3648806 3.0430544 2.5320555 -0.95513712 162.77265 -0.082139019 -0.28454571 0.95513712 28.479188 0.9925346 7.0054303 0.033825708 0.1171789 -0.9925346
19457 5.7381407 4.4390095 3.9280106 0.82017672 34.897512 -0.25164895 0.51379271 -0.82017672 5.7841859 0.64363437 49.936637 0.33664014 -0.68731958 -0.64363437
19458 4.1304383 2.8247579 2.313759 0.073237261 85.800054 -0.34284154 0.93653403 -0.073237261 12.333393 0.81709417 35.205042 0.1981818 -0.54136965 -0.81709417
19459 6.0489934 4.7087031 4.1977042 -0.51059634 120.70356 0.14695493 -0.84716918 0.51059634 46.943264 0.90260554 25.497304 -0.073572898 0.42413473 -0.90260554
19460 4.8225572 3.5029471 2.9919482 -0.41170306 114.31186 -0.76788278 -0.49077146 0.41170306 26.263087 0.89250536 26.810222 0.38004665 0.24289651 -0.89250536
19461 3.6700081 2.3638485 1.8528495 -0.30543545 107.78436 0.011891717 0.95213853 0.30543545 12.812601 0.89359268 26.671767 -0.0056058255 -0.44884373 -0.89359268
19462 4.1052268 2.7930168 2.2820179 -0.48114778 118.76039 -0.56639264 0.66910103 0.48114778 18.862995 0.91409834 23.921997 0.26198683 -0.30949495 -0.91409834
19463 2.9951822 1.6910196 1.1800206 -0.89505903 153.51601 0.29815336 0.33162313 0.89505903 10.815616 0.98713434 9.2006892 -0.1069019 -0.11890238 -0.98713434
19464 5.1670315 3.8608969 3.349898 0.43923935 63.944642 -0.46306672 0.76982986 -0.43923935 12.787603 0.71200087 44.602054 0.36193941 -0.60170975 -0.71200087
19465 3.7973083 2.4916296 1.9806307 -0.14657657 98.428585 0.92006914 -0.36330165 0.14657657 12.33173 0.86479917 30.140219 -0.4670274 0.18441204 -0.86479917
19466 4.5067915 3.1999395 2.6889406 0.17541455 79.897216 0.22338916 -0.95881542 -0.17541455 13.504953 0.78591058 38.195026 -0.14030599 0.60221158 -0.78591058
19467 4.6119825 3.2896674 2.7786685 -0.73976115 137.71107 0.65253553 -0.16416708 0.73976115 28.968087 0.95470651 17.310458 -0.28855724 0.072596198 -0.95470651
19468 4.6978255 3.3878682 2.8768693 0.069801929 85.997389 -0.30107869 0.95104117 -0.069801929 16.610297 0.80061065 36.811545 0.18084292 -0.57124287 -0.80061065
19469 4.5514719 3.2440772 2.7330783 0.16014405 80.784743 0.96695637 0.19836647 -0.16014405 14.047701 0.78734262 38.062136 -0.60393841 -0.12389507 -0.78734262
19470 7.0408366 5.723923 5.2129241 0.47252065 61.801958 -0.098873438 -0.87575583 -0.47252065 23.566595 0.65427961 49.134951 0.084842443 0.75147851 -0.65427961
19471 2.4200641 1.1250454 0.61404652 0.76661256 39.949333 -0.36859242 -0.52578019 -0.76661256 1.6716462 0.93176349 21.288599 0.20841183 0.29728993 -0.93176349
19472 5.0000913 3.668684 3.1576851 -0.89859427 153.9739 0.3536455 0.25973679 0.89859427 38.060227 0.9819026 10.916989 -0.15264059 -0.11210768 -0.9819026
19473 3.6916252 2.3835876 1.8725886 -0.48945936 119.30505 -0.25035332 0.83531596 0.48945936 14.690621 0.9219049 22.793826 0.11122482 -0.37110698 -0.9219049
19474 7.0934114 5.7748597 5.2638608 0.44367736 63.661252 -0.17605999 0.87872253 -0.44367736 25.204691 0.66102507 48.621903 0.14741243 -0.73574142 -0.66102507
19475 3.5657657 2.2620499 1.751051 -0.11738315 96.741101 0.99297301 -0.015026438 0.11738315 10.368855 0.86795412 29.778242 -0.49658754 0.0075147477 -0.86795412
19476 3.0401698 1.7390808 1.2280819 -0.24667092 104.2806 -0.53356301 0.80898948 0.24667092 7.7420206 0.906098 25.028427 0.2329311 -0.35317067 -0.906098
19477 3.1722598 1.8696533 1.3586543 -0.35353055 110.70341 0.35416655 -0.86578416 0.35353055 9.2595562 0.91471409 23.834844 -0.15299954 0.37401775 -0.91471409
19478 5.2106407 3.9011926 3.3901937 0.29647644 72.753908 -0.12982797 -0.94617462 -0.29647644 16.101043 0.74001662 42.267169 0.091431556 0.66634501 -0.74001662
19479 4.5738765 3.2567061 2.7457072 -0.44919044 116.69176 0.8540174 0.26245425 0.44919044 23.823432 0.90241771 25.522292 -0.41185248 -0.12656936 -0.90241771
19480 3.3495494 2.0528203 1.5418214 0.66219285 48.532673 -0.20182415 0.72164232 -0.66219285 3.3820721 0.80659826 36.235109 0.15920584 -0.56925632 -0.80659826
19481 4.2387782 2.9205972 2.4095983 -0.82356183 145.44295 -0.56259977 -0.072300829 0.82356183 24.83401 0.97085247 13.867528 0.23772286 0.030550244 -0.97085247
19482 4.6711173 3.3723154 2.8613165 0.72851047 43.238333 -0.63891652 -0.24709951 -0.72851047 5.4548486 0.70071074 45.515946 0.66541466 0.25734761 -0.70071074
19483 2.6464025 1.3515702 0.84057133 0.87223949 29.280066 -0.43489936 0.22374277 -0.87223949 1.4853123 0.9305353 21.481587 0.32563471 -0.16752936 -0.9305353
19484 4.5196136 3.2067444 2.6957455 -0.2113193 102.19968 -0.67511466 0.70679867 0.2113193 19.522184 0.85886896 30.810174 0.35377999 -0.37038335 -0.85886896
19485 2.5977143 1.2982234 0.78722453 -0.53709146 122.48586 -0.6555766 0.53080325 0.53709146 6.143862 0.95493288 17.266813 0.2306863 -0.18678067 -0.95493288
19486 6.1776448 4.864123 4.3531241 0.39778843 66.560005 -0.90802657 -0.1313473 -0.39778843 20.174789 0.69193508 46.216517 0.71452308 0.10335675 -0.69193508
19487 5.0271723 3.7011328 3.1901339 -0.60337778 127.1122 -0.24702264 0.75823154 0.60337778 32.692483 0.92725101 21.989726 0.11598797 -0.35602297 -0.92725101
19488 5.2033064 3.887254 3.3762551 -0.013288216 90.761381 -0.96502409 -0.26182425 0.013288216 22.705434 0.80641442 36.252925 0.57071817 0.15484365 -0.80641442
